desc,source,img
Prince Rupert. Fish Processing Plant 1953,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/b/9b2f0f8e5d456e98d757d7fd934c1771cf8c19fb0bab271289628357c5dbe5cb/i-28893_141.jpg
Fraser River. Hell's Gate Fish Ladder 1957,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/b/cbc71f79d1a892895a732600d0bf4651471b416a1b5a0e1859dfd7a762e91a76/i-27806_141.jpg
Fraser River. Hell's Gate Fish Ladder 1957,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/d/ed2c7b1ec6c17ba4abb6654bb9fa3bb9a57fab49c21f67ba8a6a492f451dfc1b/i-27808_141.jpg
Haida Drying Fish At Old Masset 1947,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/e/ceb0977d18b692ff014c43884829bc127288a58d6fda4af578f9f71d3d9c81cd/i-28982_141.jpg
"Fish And Game Patrol Boat, Black Brant 1958",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/8/08e3a76372c6c47cd02a9fe7ad4a2f4ab3c7fa8cf0701b3920635581225a9984/i-29302_141.jpg
Labelling - Fish Cannery 1959,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/3/63f028704a11dd39cf41de16cfc66743c3abd7ace6e720e83302fe3e2fc0e0e6/i-29402_141.jpg
Fish Hatchery At Loon Lake 1961,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/1/b15600262de4202390becaa16b4b5ced2325f6d22908c0ee8ff0f7ace3884ed8/i-29179_141.jpg
Songish [Songhees] Chief's sister with fish for sale. [1866-1870],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/a/4a0e6947bbaa45c81aa8286c2261f9ffac461de915cd1dd5dc8adf2df950d58c/f-08291_141.jpg
"Indian Salmon Weir, Cowichan River, V.I [Vancouver Island] (Rear view) 1866-1870",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/e/ee8e79ecd9c82b2e526d969d74d9389243084dbd2ede57a7bed8e88bc84430b5/c-09260_141.jpg
Butchering a large fish; possibly a sturgeon. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/7/97072b86692ae78bac98147cfb01015b811825ac110a22894e68a4ccf2bc47c0/d-06898_141.jpg
"Loading fish, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/e/9ea1d1c7d6f9a7cb67ff97f501c3287a2477a8e4827b8a62fba30caed5b32814/i-20645_141.jpg
"Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/5/75627e30cb05aa7b4479a71ec0d5152ad34b8b0b5865b05f040a5797a877437d/i-20651_141.jpg
"Loading fish meal, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/9/995fd018fb3bdd0b331d9cc84d0cd87d883ca4a8067b370120abad7fa8e99610/i-20655_141.jpg
"Fish camp, Fraser river [18-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/4/2/142080e8fe1ab2c0946388716997b018d7ba972a77b7406031e63e0d01b57e0c/j-07907_141.jpg
"Dom. fish hatchery, Kennedy Lake 1918",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/2/82672bace95734c6a6a27ce47a3879d739227ca50cb812974dbc82aab65352fe/i-63452_141.jpg
B.W.Brown Fish Processing Plant Victoria 1947,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/2/024df31fcb2ecf99910e0e3c64b337c48a43ae675af1dbd0eb0f566a4cce5ce9/i-01605_141.jpg
B.W.Brown Fish Processing Plant Victoria 1947,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/3/23dd238183ad8cc3c73998bd9a9afe78ffdd0d7abc2224d58eb34ff83b086c45/i-01606_141.jpg
B.W.Brown Fish Processing Plant Victoria 1947,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/5/7581d98fafa66478b9fffa290fdbabfe7bc455643a2a6d73e708ff1803feb14b/i-01608_141.jpg
"Fish catch as the Tyee Club, Port Alberni [194-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/7/b7723e5abde149f711c9b84b1e89c11e7cec38454dc228b0e2d390601ef6a764/i-29648_141.jpg
Sorting fish ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/3/f3d02b98a817e0b90b954b0fe039042a3534a32de5e5d9f128730c1d5c5f5c64/c-06090_141.jpg
Chum fry on Big Qualicum River 1964,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/5/a/c5aeb132fb86342c7481d7a613db353f6debd7fe9b4b22e4b12fbdc1854f7ace/i-12528_141.jpg
Fish Hatchery Near Nanaimo 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/b/1/ab1db8930bdceac0b4e399a308ecce1bd26896c076ced74326efa37066a815d7/i-12538_141.jpg
"Provincial Fish Hatchery, Summerland 1960",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/a/5/9a5e78f3881d29c5b15b80e4ca40b3a00d927636c97bfce3445b1877daef2e31/i-13602_141.jpg
"Smoking Salmon, New Aiyansh 1978",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/c/5/cc51013fb1d7840835dac1c254fc0d742bb2cc474dab62ef6d4b4060e7b56a16/i-11491_141.jpg
Interior Of The Kootenay Fish Hatchery 1967,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/a/8/aa83009e6e8e51c1bd30b89118bbf7deb7e7d23465dffa6a97788559588eedf3/i-08127_141.jpg
Interior Of The Kootenay Fish Hatchery 1977,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/2/5/725e9ac5c5d81844620a115b1117ca62ab53851c1af49fa87e92ec34d718ca12/i-08128_141.jpg
Growth Pond In The Kootenay Fish Hatchery 1981,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/7/a/f7a26651faa748dd2d4671fde29247e71b68a2dc7b2a51d6dcf97b1094350eb3/i-08130_141.jpg
Kootenay Fish Hatchery Sign 1977,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/5/8/a58c1847563fc1e3428440bd945a9869748647e66c10a7be430ed3f577f1c2d0/i-08118_141.jpg
Aerial Of The Kootenay Fish Hatchery At Wardner 1967,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/2/9/929e6a0eab2387ef0d8eaa4da625a235c8378be9037f7c77762ad504e398faba/i-08120_141.jpg
Kootenay Fish Hatchery At Wardner 1981,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/4/a/34a6673edaec10a6495bc70e0836710fe7b197c2522954f1e7fd11d3c7748eb1/i-08121_141.jpg
Kootenay Fish Hatchery At Wardner 1970,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/a/7/ca7880f0e8598ba02c190d459aa2af683e7700b83a929f104c5baf64d4c1a8c7/i-08122_141.jpg
"Capilano Fish Hatchery, North Vancouver 1982",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/5/3/253e465b23a93855ecb6cdfa1a1b88c29077c16e59fe51bf191679d156350a20/i-11303_141.jpg
Victoria. Inner Harbour Commercial Fish Boats 1981,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/5/c5daf99cb2acd6df9e1dc22eb882afaa5971bfb64363648e1dab9e374e5eb10b/i-04007_141.jpg
"Fish Boats, Queen Charlotte City Harbour Queen Charlotte Islands 1971",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/9/4/c949d9d35758e0f6dd7ba2b8cd9cd873d56e9b192c4e215742f7fa51e841057b/i-15181_141.jpg
"Fish Net On Rocks, Sewell Queen Charlotte Islands 1977",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/4/e/c4e53e12a87ac38b4c3253581d4731b3f5bbb6f589a0ae05ddd60c5cbedbbecf/i-15457_141.jpg
"Pink Salmon On Fish Boat, Masset Queen Charlotte Islands 1971",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/e/e/1ee84738e5516236a5ce1260fa9a2cbb3f2ca788b4805feb90ef2c2bcf3d0385/i-15471_141.jpg
Fish Boats At Prince Rupert Wharf 1974,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/e/e/dee45f26d15115d0c516c33bf1cc74a59f893f9a8ea5f3a8918ace47d45c95c9/i-15513_141.jpg
"Fish Boats, Prince Rupert 1968",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/e/8/9e8848c3d39835afd81fa3f02b57e14d32e2fec54a8d00e6e6611ef640e8cd7f/i-15560_141.jpg
Wardner Fish Hatchery 1966,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/9/b/09b31c4b75e76db55491344f913920d6efd3dc5213eb455e850ac0c10ac6d798/i-07976_141.jpg
Mackenzie spawning channel. 1980,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/9/9/c99d46e6ce00a0fbb026064fd800443e1b9f3000a0f761f01d40a49292d792f8/i-09171_141.jpg
Commercial Fish Boats And Inner Harbour Victoria 1984,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/8/e88ec1fbc028470120de748a390d9e30bbea828b25062330a0ad7e31ef9eb1fb/i-04670_141.jpg
Port Renfrew. Commercial Fish Boats 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/b/3b2736d3dff0eeb0e8c78d601d59cbe4c2f80b9fbe8be35eb5c0aa40b316b389/i-04146_141.jpg
"Fish Spawning Channels, Lillooet 1978",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/1/8/f18dd4781a29bca15880b609d15b1f7af4eda1c692b6644609aba851a3b5d99f/i-16192_141.jpg
"Fish Display in the BC Provincial Museum, Victoria 1970",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/5/5/25565fcdb63c1cb9fc3f3c7523b1cbadf46931064f99f4ccc63c20ea430ca917/i-19430_141.jpg
Fish Boat At Queen Charlotte City  Queen Charlotte Islands 1981,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/d/5/6d55b75bb8c387e04a428fe205b920862e6db33c07eecca5e0b56d5155dcc321/i-15721_141.jpg
Fish Farming 1980,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/3/4/434b186d2d043bf19c3770ac26b76a6d7a0a33c9205482a47938b9089644b588/i-17946_141.jpg
Fish Processing 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/8/b/b8b789f6b709ac2cc45ab7926cae479a839f593cd3d06d5336ccdbbc41914361/i-18400_141.jpg
Fish Processing 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/0/d/f0d678b9e57ec3252742c18a97ddc192def6fe98b6c68f0a98e9ff96f565a786/i-18405_141.jpg
Fish Processing 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/1/9/2199a90b25eaed101b3494cf7be60317315ca30f182f113af1a49a3161c29578/i-18411_141.jpg
Fish Processing 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/c/6/6c64a8c038883817843aa9d9d9db77b5ae3a7b66ddfce6c5310fc11a8747fd01/i-18414_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/5/c/45c8dc2b478d227e78a076348ef29c0295e60649681291c209e1d3ecbda35d45/i-18430_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/9/7/197c16a485d7e16231678f7768dfe6706f86c79ce1cdc7d0c1be8d3191fa56ae/i-18439_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/d/7/dd752b94bc2682d4ad4c156cd02da3533eb624cd63569856231fc5a03ac64f31/i-18444_141.jpg
Processing Fish Roe 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/7/1/8716c97f9fa8fcfec8660d1b7321502eba8344913ff8f4cd145eb0174bba7bda/i-18451_141.jpg
Commercial Fish Boat 1977,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/2/6/226655ec0c20ca7faed4a350a638c589d852f7869e01df9525f0bdc7a8b85690/i-17856_141.jpg
Commercial Fish Boat 1977,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/e/b/5eb5be3ffa7970e5b98d3acef51cdba33f98a2a03176718555e780c71aa2aa07/i-17857_141.jpg
Commercial Fish Boat 1977,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/1/f/b1f72c618e4bbef5615064166085001cd24d6fee1c40e0dcc5d715ae10b7eaeb/i-17861_141.jpg
Commercial Fish Boat In Port 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/9/0/990956584541c50e718ba698e73f900cc828a910e40af35cd50c95ea9ba47846/i-17863_141.jpg
The Pickening [Fish] As Taken At The Wakau Mines 17 May 1850,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/c/5c517c13528d2f9a247646deccdf11d741707ed85387ada667f9a013fd66b243/pdp08220_141.jpg
Landing fish Rivers Inlet 1973,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/9/d9a2d57541ffcc43e923a847b6746e8ad9a20164f3bb72109767413f060aa134/i-05498_141.jpg
Meadow Creek Kokanee Run Duncan Dam 1968,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/f/cf98e849abe7e0cdb41156c0cf6c6325510a9cf46e1eee54792a2b1ed2ec5a54/i-05897_141.jpg
Old Fish Boat In Active Pass 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/c/cc73ff6d4b940c04ffd1900f0e99ee8553269829a985ea34318d8d0994910b84/i-04239_141.jpg
"Moricetown Falls, fish ladders on Bulkley R. 1964",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/2/a2a7deb65b2477d7ce8ea072effb49123a11997281fccf7374b6d611bb2fc99f/i-21873_141.jpg
Prince Rupert Fish Packers. Halibut 1947,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/9/895dac4aed6b337a50c5ece3ea5969dfbebab0036d7146709de0bc20f2592579/i-28887_141.jpg
"Fish And Game Patrol Boat, Black Brant 1958",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/2/f2f369e4238660f553775aee9a7b6e300f140fecd933bc9cf95d69505794c5bd/i-29303_141.jpg
"Fish trap at Algatcho near Mackenzie Rock, Dean Channel. 10385",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/3/530118f2dd18e52bd3f8cc53fd48193ea344ee4f7dee2aa0f2113b75ffb60528/h-06531_141.jpg
Salmon weir at Fraser Lake. 3562,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/7/0729a38dc4c8a814033256daff46bf024d0a02fab2e3e6156d684d34750d7e2c/g-03876_141.jpg
"Indian fish ladder at Salmon House, Dean River. 10132",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/c/4cb98a7b4e1207b2a5d4101f8f9058c9a310294ddcde1d756bb089dc08825372/f-07976_141.jpg
"Tremblai Lake, Middle & Tatche River : Fish Weir, Fraser Lake 1909",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/1/51e9ac37bb0d6cb8f0e20b33a38aec3b88f012feba34775df3a9fd8dee34232d/g-03743_141.jpg
Indian fish trap on the Tachie River. 1923,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/d/0dce907c6f685231e44eb9b520442f922b878b63c85e9161eafb811246c0a62d/i-33787_141.jpg
Beaver Lake Hatchery stripping Kamloops trout 1958,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/9/498c2f687fa6abe30e330359a31aea8f34a92cf89fe86375326bbff5fcd7e989/i-27415_141.jpg
Sooke Fish Traps 1952,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/9/694dc8e16d803a81d3628f10fd07869c9e94b873c52689f62f737914cd023ad1/i-26739_141.jpg
Fishtrap At Otter Point [ca. 1910],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/8/1826152c734df6ab4d794aff6030f4d492325cfb601721829915cce6ee6e8931/d-01686_141.jpg
Fishtrap At Otter Point [ca. 1910],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/f/8f84292006a60a523531d88160f74b80085216cae9a84bd344b785b263f08d41/d-01689_141.jpg
A Northern BC Fish Packing Operation [193-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/d/cd9e071e0c68f7f58587c499a8ea8f157dcd4e508cc953b383bedc59afc62fc0/d-08907_141.jpg
"North Pender Island, Fish Cannery [191-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/b/abc49773a6ed4f6f3dc6307103241b1bd7bd151c741872202d482605a5207552/na-41527_141.jpg
"""At Christina Creek fish screen."" ",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/9/b9342cbef1c8280de2cca06d0db449e27e3d8a106ba330b7e301989a36ed61a9/d-01914_141.jpg
"Working the fish traps, brailing salmon, Sooke. [ca. 1908]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/f/2f6696c2822eb221c435d1e3b92eeef0328a11be7278a142be9677a0318eaf6a/e-02211_141.jpg
Nootka Island Fish Cannery [ca. 1938],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/6/46434f16b47cb40e216d5e506a3f7482ae1e1fc815c502b38ced2144bbb24589/e-07910_141.jpg
"Shingle Bay Fish Plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/1/d14d531031f3d73f7f4a0e34effb302129fbd0fca7198b827f548c0ab0a0511c/e-06466_141.jpg
"North Pender Island, Fish Cannery Workers [191-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/1/1168e97bac943ad92981a9b2edfb5aaea44fe61fb74195bac743be904243b561/e-06467_141.jpg
Fishboats at Shingle Bay fish packing plant. [192-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/9/d9811d9e9b9c27b0aee52f1f7aef1f32b1d5d4330270e7ab847dec4638150970/e-06469_141.jpg
Indians Smoking Salmon [ca. 1914],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/8/f82d636a9d61516c3b9610b76b4484f639dcf1f9e329c1e2cee47133540caf49/f-05394_141.jpg
A BC fish cannery. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/1/8143562a5304bef27e1237eb1f3592340ac1ba1d50eb3883a3743b1bc84bb7d4/c-08605_141.jpg
"""Choice Red Sockeye Salmon, Porter Fish Company, Skipper Brand, Packed at Anacortes Wash., USA"" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/7/57b2df6f53e4d436ba41eac1cf020809aa25f7321082cdf46785f085aa085d8f/i-61373_141.jpg
"""British Columbia Fraser River Salmon, Wellington Brand, Victoria Canning Co. of British Columbia."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/3/637fed5ae7ca601faa59130150372a1da9fb68384f6340c04a877d251dabb8e5/i-61116_141.jpg
"""Porter Fish Company, Choice Pink Salmon, Packed at Anacortes Washington USA, Searchlight Brand"". [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/c/5cede4daac9c76cfdb6e7dc24e8fcfde90dd13f4a489c2ed1bee9402da75dd38/i-61201_141.jpg
"""Fresh Salmon, Porter Fish Company, Chums Brand, Packed at Aberdeen Wash., USA."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/d/ddb109b202036fabb3fdc0c4d3b18360c6daf5971f733727408645f690b148b5/i-61090_141.jpg
"""Choice Red Sockeye Salmon, Porter Fish Company Salmon, Porter's Best Brand, Packed at Anacortes Wash., USA"" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/e/3e9ada29ca6931c6c4cf7d3826a069dc4fdb544c142988583498075258ce9b9c/i-61378_141.jpg
Fish screen at Christina Lake. 1916,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/9/19a16daddb55fcae4275a83b5e7423ecaca530485054179d0a7a88bdfa09c371/d-01915_141.jpg
"Queen Charlotte Islands Cold Storage and Fish Reduction Plant, Selwyn Inlet. [ca. 1912]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/5/15421016991133550360c0aa68abe54a13aed99a87df96748aed163ace80d32d/a-00519_141.jpg
Hagwilget; Woman Drying Fish. [189-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/3/43641527a783b10232c87e907c333594ace82602aab53689f4b361b67dc5ab71/a-06051_141.jpg
Hagwilget; Fish Drying Buildings. [189-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/4/c4bc453d0daa634c7f4359f3a77abc0961e4e7db51364003467c005cfc9a18b3/a-06052_141.jpg
Sooke Fish Traps [ca. 1905],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/a/ea70c018f10e0c5cd5d02a56f89a36898ae3c2c7974b3449c71ca9f0698ecc42/a-06992_141.jpg
"Fish hatchery, Lillooet. 1911",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/b/4b86655fc0e4af72ab530485b58fb106d3fbb0725c28151d31963c4b72d999e5/a-03918_141.jpg
Interior Of Cowichan Fish Hatchery At Cowichan Lake. 1915,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/f/0fa949d11334533bd39186cca1f77ef418f675b31f544a5458e1908262a66298/a-07570_141.jpg
Salmon weir at the outlet of Anderson Lake ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/2/e2b1e395c0fdc040d96bf4458c201af851848ba3e08e35f9355befc9b3882970/g-02514_141.jpg
Canning fish in BC. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/f/7fdecfaff202aeee2987405e8be9b619d91eea8a6a8f595bc927098389816408/d-08903_141.jpg
Canning fish in BC. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/2/526f11d8d9b4143b82c7d67262374750c204f0acf26b7b7dcb37e306b18d6236/d-08906_141.jpg
Man working in a fish packing plant. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/e/0ea94e29619539a594214971592663837e2bc3db4256e5bbef9a6a37b11379a8/e-01689_141.jpg
Fish canning in BC. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/4/94dbb7ac15ca25aa3335fb20836a567d045947d5e0ac232725fadd060e8510a7/d-08902_141.jpg
"Fishing weir at mouth of Portage Creek, Seton Lake Hatchery 1903",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/c/9ce8c8ea4c29eeda0e96951ebf83dab25325eea9f6614708c5f5a6e1dd11bf3d/g-02513_141.jpg
Salmon weir on the Cowichan River ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/7/d7ca0159290bae985e84f4147408bcdcae87f8ccf0813f8d630ae7129852bfa5/d-07562_141.jpg
"Sprat's [sic] Fishery, Coal Harbour; fish processing plant owned by Joseph Spratt, west of Burrard Street, Vancouver [ca. 1886]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/c/7c9384b9525adf2e2244d9a6cd08de558a6e919df8589ed872c771fdea58c922/a-03321_141.jpg
"Old Enoch; was the builder of all fish traps; in the background is one he has just completed, made from young Jack pine and lashed together with wild rose roots. [ca. 1910]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/b/3b8696cf8ac1dc8232fe1f7692a1be8ffdae348501cdddfe7f90af95847ab4ac/b-01279_141.jpg
Working fish traps in Sooke 1908,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/0/60ca7d98e2fc00646b3e5c0bf18fa6d909dd4c66e4909083ae02b316c32a033e/b-03641_141.jpg
Indian salmon weir on the Cowichan River. [190-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/f/df10639c68ffdc665f6bead06c61476ceb074a93a722318f4ad0b7e34b31d3d9/b-03532_141.jpg
