desc,source,img
Salmon caches on Fraser River [1868],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/5/f5fb55de28e8c6c8889b8b1817b43a1406b9d16ae5e0559b4831d75bc444fbdc/c-09266_141.jpg
"Bringing up a load of fish, Shingle Bay, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/d/9ded8ab21836cf608bb969749c6c9f21e9d9ff4753901402c393e67188e97087/i-20647_141.jpg
"Replacing the gas tank, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/1/e1f5f5b3435e90aef2910d49b91e6c7a32a32734bc7a6c9cd164ad146974b931/i-20650_141.jpg
"Freighter, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/f/9f159e48fa2586767d50ed6721a590a2d8301046b1e4d025b28dde5b363c8dc0/i-20654_141.jpg
"Loading fish oil, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/a/0a5f1f23c745eb58234c686a3ae18c2b482e62d8f06ab1455b8547ee410f4640/i-20656_141.jpg
"Fish trap, Cowichan Lake. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/8/28aa2f7b2844af89727c5998e56ec91aad9135ab81862db8cdbe88b5e40de6ea/i-20674_141.jpg
B.C. Canneries; fish elevator 1913,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/a/ba956f3a9d12afb7c63daf7bdc9b963f18f1390da5eaf84052ad944a9f2e8b0a/e-05029_141.jpg
Indian Smoking Salmon Near Pavilion 1911,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/6/7657456097767f94392e4bcde603a4651887ae2dca580f10eb39de1fcd8e1e1e/i-31909_141.jpg
"Crew of H.M.S. Boxer with fish, Hotsprings Cove 1874",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/7/d/b7d363ab99ccccb574cd6dbb69f095364b2000b3d95f60195825eeb9b2f94aac/J-04222_141.jpg
"Members of the Ahousaht nation with seamen in uniform, on a beach after fishing 1874",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/3/b/83bde72d84ed971d3603c4c1d6ffec11cca0e37d0fec458f78bdbd7a885def33/J-04536_141.jpg
They charmed the fish into the nets which hundreds did enfold. 1901 - 1902,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/7/97755c010b8afecd1ccf32a4d4373a25603704363cab9a69cf01a33ccc63440a/pdp05876_141.jpg
Sculpin or Fish in Northwest Coast Indigenous Style ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/0/f0bea27a282848075d9aa820699269785b0af16fcdcb1258838db1d75f5af67c/pdp00842_141.jpg
Fish trap 5257,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/0/20740637766e7552c1d60756833189324e9931aa751f373d8c07d5c8bed7c299/h-07190_141.jpg
Salmon Fishing At Cowichan Bay 1949,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/c/6ccd902536baacdb316fdae46dad135493a1ffa0ebe6db662ddee587d806907b/i-29993_141.jpg
Frank Swannell and George V. Copley with fish at Tsayta-bat Lake 4655,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/e/2ec718f39d85fd2735b15523f9e54cb448cb5bd5a6b784dd42ab7f57bc0c78af/i-58189_141.jpg
Fish at Tatla Lake 1912,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/6/968234f1d14a47b0cac9d16718bc7fa62e17d120f276181e76db1c6cbee6e312/i-58218_141.jpg
Seton Lake fish hatchery. 3805,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/f/1fdd6625e77661e6003160e628bde1509ff313bf25c5540570c89b0333c52869/i-33339_141.jpg
"[The Old Fish Market, Foot Of Yates Street, Victoria, 1905] [1905?]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/0/e/20e433afba3e69e496aaddc05e4c4b5505b5521664579194a617581630ce3a77/pdp00131_141.jpg
"Indian Fish Traps, Hagwilget. 1926",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/8/9823f81cc22927e7b188965886eeae59eb93331f8def92eb21a6a85d4a7ba23e/a-06010_141.jpg
Fraser River Fish Cannery. 1882,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/5/852e0bd30a2375ca012a7b8ee3d819f0288d9b835147975a96407df9069dd333/a-08786_141.jpg
First Nations woman cleaning fish. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/2/d2fe84a7d16fc45464acb0b134974af8995f2de8cac0ea04a02f1e8198a127da/e-07341_141.jpg
Canning fish in BC. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/a/3afd771e8dcffb745ea4d5c2e1ac5e48f8975c4aa4bca252f4ddba1917449d1f/d-08909_141.jpg
Aberdeen Lake fish catch [194-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/7/479839dc0f879481761e7ffd088c74e7714f36c7c79ac988cef4458fdc78edba/d-06598_141.jpg
Nootka Island Fish Cannery [194-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/d/3db8e65e3efb4b13856cebea9acdc7163ab3ef7ee8e91971314c3f8b01d19bc0/e-07909_141.jpg
Aerial Of The Fish Cannery At Namu [194-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/1/41b76a49d3d1b0f67191fc296cfed3bacb5b6b221da9fabc9c89ad789a7e7e51/e-07911_141.jpg
"Tug Collector Converted For Use As A Fish Boat, Nass River 1937",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/5/05c48ac961e9236422587a379beba06338f7fa152b408a6fd23e783535a96da4/e-02094_141.jpg
"""Porter Fish Company, Choice Red Sockeye Salmon, Porter's Best Brand, Packed at Anacortes Wash, USA"" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/5/9597f92f18a4c82f7569785ee3ef7670e73582488f399b448c0fd065efb9b7ff/i-61325_141.jpg
Interior of a fish cannery. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/a/2a9012ce154a0a79610484314a694325c48439adecf4041c3141d7a3a0022aca/d-08377_141.jpg
"""Porter Fish Company Choice Pink Salmon, Auto Brand, Packed at Anacortes Washington, USA."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/1/1191ce90784e468e53efc8292cd877b6e04a220dde556033f25edb4d90ac49bd/i-61195_141.jpg
"""Porter Fish Company Cohoe Salmon, Traction Brand, Packed at Anacortes Washington USA."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/1/512012e604ec99a7a222faddf6b393e333c54f4b2faaac8595091abe5319186a/i-61196_141.jpg
"""Porter Fish Company Choice Red Sockeye Salmon, Skipper Brand, Packed at Anacortes Wash. USA."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/7/37d9d83863c588831ef5a94d4ecb60a81ce0acac2607bf310fb618bd3b7da3ff/i-61199_141.jpg
Pulling a fish out of the sea ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/d/ad044808c5ddfd98a641424ee7e2803d6390ed3326000a28e6288e5a5603f230/i-52904_141.jpg
"""Porter Fish Company Choice Red Sockeye Salmon, Adams Brand, Packed at Anacortes Washington USA."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/8/f84a43db79bdc047684cf7f35b1ba899c457b5f61c732905cc72129d9cf9fc81/i-61198_141.jpg
"""Fraser River Salmon, Victoria Brand."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/c/2ceff1c5b6a6d1f9f782783c091e8caf4d1cf523b557b8551d91ce37b0eec3d3/i-61102_141.jpg
"""Fraser River British Columbia Salmon, Dominion Brand, Victoria Canning Co. of British Columbia."" [190-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/c/fc10c70b537ccad9ccc274ae851219497334bb1c2b6cee8df905e414b6210352/i-61122_141.jpg
Fishtrap At Otter Point [ca. 1910],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/5/9545c58ed0a449f7b821e2d1aad5cad0b0a0b92d2edecc1dfeaf727c0ebc1c6d/d-01684_141.jpg
Fishtrap At Otter Point [ca. 1910],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/4/645d85daf8c47438e52d935f6ff1a7abb33a8999a385f58d9a7173ad9ba6ab6e/d-01687_141.jpg
Fish Creek Canyon near Camborne. [190-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/e/5ea96adc4a0c6373aeb538b26943e5b161ebf25959f92d62f824b5091ed519cf/e-08508_141.jpg
Nass River Cannery. [190-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/8/78145ac89b80d16044de021171850294fb943718692b2d08073e163b8f2f5b63/d-02029_141.jpg
Driving piles for fish traps at Sooke. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/e/be9a77762697719ef7d6aeba9cb7bdf3b0941d55005908ef036e9912c22d60f1/d-01402_141.jpg
Ocean Falls; fish hatchery 1925,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/1/c166fcf06225460502dd827d2fc28bc6090cd1275ccfa224ff03e2e8ed5570cf/i-50595_141.jpg
Sooke Fish Traps 1952,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/d/5de891481db5155f3ff923a0519113a94db3ae7952bfd5bc6d473eb2f5637757/i-26740_141.jpg
Salmon Troller Catching Fish 1947,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/f/4fec48e5759d603bdbaa80a6cf8785192712b6c0dc9f6c633068a1a2ca214bfe/i-26253_141.jpg
Indian fishing weir on the Cowichan River [186-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/c/1ccccc2b8f18c92d19fcf914d12083570b2a1cd54f204a7c632c68c18779b30c/h-06525_141.jpg
Shingle Bay fish packing plant. [192-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/c/acf7eef79fe9753f8903024b3dfff50623c4a81a0b961d9b1c9f41c523c87306/e-06473_141.jpg
"Indian Fish Traps, Hagwilget. 1926",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/7/6702014ef3579fe008285c5a7c4467b4cfca421e64ddf99b7a691abb0cb30a66/d-07612_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/1/b/c1b35eea22f2775efcf6492dacfd25c1a466f41829ce5d296dfd40c021033646/i-19103_141.jpg
"Veitch Creek Hatchery, Sooke. ",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/c/3c511cf54c5648e536be77d1a43ac98e796c7f51b9749a2f324a6ed0cb301116/b-09360_141.jpg
The schooner S.F. Tolmie after being refitted for the fish trade. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/d/8d059809a5cefd3088e01dd67d72477268b9b81063bd054851e7c1acd6ed751a/c-00565_141.jpg
"Unloading Fish, Victoria 1949",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/f/efc85e5d9a3a08022f768e8062da703949a57e18c0b0d8c8a1c610e1b3527e83/i-26938_141.jpg
Campbell River. Fish catch 1963,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/0/e08a2dbd4082e525254c39e4581a8af8113deba28dca3b25d365c1ca84011b65/i-27479_141.jpg
Beaver Lake Hatchery stripping Kamloops trout 1958,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/7/5/759c550de4b528e849893b0a4e994eb46fcb412827a0303236399387dadce918/i-27412_141.jpg
Beaver Lake Hatchery stripping Kamloops trout 1958,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/d/ed16650ea206e664de961514cf09155cffca1f7b0d8e38b401d2b476af177e4b/i-27414_141.jpg
Fish catch from Bonaparte Lake 1957,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/a/eaef5b4bcd978ce3c9548ee34d27349907c48dbd662d07cd92f631d5e1993a76/i-29079_141.jpg
Labelling - Fish Cannery 1959,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/4/844386fb7d67cb18c5dcdc5ae6ab737c1fae6fe7b2117a5a9fe776e915ac4577/i-29401_141.jpg
Seven Mile Lake And Fish Lake 1951,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/2/f2b1fd3c82921fa0816f5beeb700b2c24c369ab453abb795cc468874d5178bd7/na-11660_141.jpg
Fish Stocking Notice At Peters Lake [194-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/2/422d79839406e1cb2cbec6d797e58fcb655611921aa690d44038ac497a7238cc/c-06849_141.jpg
"Fishboats At The Fish Cannery, Namu 1916",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/4/a447bcbf93b0b6509102dce301dbef0f54b17276973bc30ee3a3b7e89b43c161/c-04929_141.jpg
Fish Cannery At Namu 1916,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/8/8823837fd5cde4e81c1314d12e07d5ed2ca8b8dedabb7bfa35f5f71502757c64/c-04952_141.jpg
"The fish collector, Mylor, at North Pacific Cannery, Port Edward, Skeena River. [193-]",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/9/397b04d8ce1e5495274fd3fe403a72ca1ba34bfc9d5f637b79b82bc1be67459a/c-08015_141.jpg
Mrs. Rueben Mason spreading out fish eggs to dry; Kitkatla. [ca. 1947],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/a/fabd96beb32236c83154b3cb45335cdf46d7b89f6a0ac498ffd25afb79994115/b-00026_141.jpg
Fraser River Fish Cannery. [189-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/c/3cca43d7315c075888b5e3a0a939d5d2e651e9b87a4ebc3ebb514c055f132ccc/b-02522_141.jpg
Portable Fish Processing Plant Near Port Hardy 1985,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/e/5/4e5d1e797b790176217215143b0aee8dd56c121b5b7b57c24fc783b64116c038/i-12291_141.jpg
Fish Packing Plant Bamfield [198-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/0/b062a645c2434e01d3a7da20dbf96cd456c3b0b36b30dc88942c277e31f85749/i-02723_141.jpg
"Fish Boat, Dixon Entrance Queen Charlotte Islands 1971",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/b/bbc66c26805102ca157d65bf1da4bb8db0f181f6a35d9aee28b0fb4f8289fdd0/i-15467_141.jpg
"Fish Boats, Prince Rupert 1974",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/a/3/fa386ff76941330e5f9136944444bce5f90f1ed942dfef9b035f55fe980fa883/i-15472_141.jpg
Fish Boats At Prince Rupert Wharf 1974,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/b/6/8b68f59122c106840e0d174e2c785e9846e254a84964d18946885074fcd2ffa5/i-15514_141.jpg
"Fish Boats At Wharf, Prince Rupert 1968",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/8/9/e89f3051d988b1913d8ab86428f28727ddbf69f248841edd2c28594983941388/i-15561_141.jpg
Fish At Packers Bella Coola 1976,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/5/95c4e78e816e143e2e8123c33ec979b9fbb11b173479be24f6874c38dc72a0ab/i-05448_141.jpg
Fish At Packers Bella Coola 1976,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/4/9/4965305206669257e4a1a9187ec4d9692453a7adec57d0c09ca1efb85230a18b/i-05449_141.jpg
Kokanee Run Lardeau River Duncan Dam 1968,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/6/567bad93e187c27397068cc4801150a96439f2f1e7229485b49fd6ecc2088403/i-05898_141.jpg
Interior Of The Kootenay Fish Hatchery 1981,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/0/c/e0c175181f36acb4c6e54e7ddf881fa50aa940131f465ead601f1785d646a971/i-08133_141.jpg
Fish weir on Big Qualicum River 1964,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/5/f/d5f2aa8919ad759fc5258d55729ef45337ff14aa7d908179be8a1cf31813c1bc/i-12523_141.jpg
Opening fish weir on Big Qualicum River 1964,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/5/4/a5491d19424b97f7e6237ccb541ff95369ff73aa389c72a26ff0e7a1b2006612/i-12524_141.jpg
Mackenzie spawning channel. 1980,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/f/a/dfa15485d24ae330859b6bc1f410c0d6dbc61dffbea5bd290c029548853d5497/i-09172_141.jpg
Victoria. Inner Harbour And Commercial Fish Boats 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/5/a52b00786ab3abc36709ab84f3bb123a0ecd3f320731e4be9014903befac6ff6/i-04027_141.jpg
Fisherman cleaning fish at Brentwood Marina 1984,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/c/ac34fa894b7961363eca827fbebda712f9b039e223a5393af31f4ee9ded51dd1/i-04637_141.jpg
Fish catch Rivers Inlet 1973,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/4/c4262de5ee15f325c90ccfc3a4843ea3256b7dabcfbc9db681dc8a47ece489f7/i-05497_141.jpg
Aerial Fish Spawning Channel Babine Lake 1976,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/d/6d5efc6d97180337a6c451e340b3f5359df89c9d8ac9b17f7573d29c0320be63/i-02793_141.jpg
Fish Processing 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/6/f/96fec4d9fecf1bb26cc7228670b88f66b76808e2f4f6615bdfef3f2d405ccf50/i-18417_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/9/6/696258ae7ea0db42efab2167277fd912c1b9a7961d9b78f142df13aed156a1d1/i-18434_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/2/5/525e84a6afc984329e9adebbf14c9753816bfd89e9ef50442877c17a6c471f38/i-18438_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/a/d/9ade233f0e04ace783f312e8128cd735b18eaf15ef90063ce38aa706029cf1fd/i-18443_141.jpg
Smoking Salmon 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/b/0/5b05e33d4de55b7b86c0eba4a34ee4fd89b469c8af6252cfa2e06173aea50a55/i-18447_141.jpg
Processing Fish Roe 1979,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/6/3/4/634b7bfb35ed44bf17dcedcf0e5dc378c1d74aa1e5a6096c39a1d8461b716196/i-18450_141.jpg
Commercial Fish Boat 1975,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/b/c/f/bcf47620729c1c16ab21c894961d0f9ffdaf297991a364815647ea9666982633/i-17862_141.jpg
"Fish Boat, Queen Charlotte City  Queen Charlotte Islands 1981",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/5/7/8579600c628b34fefdcec50b26d7f6fb52eea34a37771b2d31dadf41a1d52441/i-15722_141.jpg
"Fish Boat, Queen Charlotte City  Queen Charlotte Islands 1981",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/c/4/9c4ecbd87907bbb06f7b016e14f0d60c53ced0b9a75bed5aef5cf56979712cbd/i-15724_141.jpg
"Fish Boat, Queen Charlotte City  Queen Charlotte Islands 1981",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/a/f/eaf6da6f99c4b5fa1c4a10cef84a985dd9a2fa79a71f07d318246bd92104da0b/i-15726_141.jpg
"Fish Boats, Queen Charlotte City  Queen Charlotte Islands 1981",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/5/1/d51f31cf9eeb18d42bfb4b7c012e9234010324cc01419e7802b10b0ee1ef4969/i-15728_141.jpg
An unidentified fish cannery. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/3/d3af209c03b3306a642d093ea8fbee892c8fdb4b6c1292c84df0c78e779322b8/d-06897_141.jpg
"Crew at the Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/b/2bfd97a102356cf12c9635fddd73d6ca125e2b22f2b3499f68f8d77fbe3b261d/i-20642_141.jpg
"Cookhouse, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/2/8/28b2238739697c313f6f2f40a853ea14f6aefd6ec6cd589aec13e4a26753a111/i-20644_141.jpg
"Bringing up a load of fish, Shingle Bay, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/8/88d0024cba6c4352841eea01267850e36e4b04d97128f51cc839f825295e6458/i-20646_141.jpg
"Bringing up a load of fish, Shingle Bay, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/3/6/36a60afe6fcd8810042e340c66a041003a857f99a05968cfc19c3ee537082385/i-20648_141.jpg
"Mud shark at Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/a/6/a6cd357aba6e47c84886bfd0f198b8e70b07cfe89b7d96a8025dcb7e7868ea2e/i-20653_141.jpg
"Seine boats, Shingle Bay fish plant, North Pender Island. 1947",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/d/8d092fffc92cb4bdf0b59fcc24fb852484eb71e233cab8f77550594102648329/i-20661_141.jpg
"Candle fish, on sticks drying.  Harrison River Indians encamped at New Westminster, Fraser River on the Queen['s] Birthday (1868) six different abodes.  Shewing [sic] on the left of the photo a number of Oolachins (or candlefish) drying in the sun, also baby in basket cradle in front of the man standing up.  [On reverse]:  An indian encampment on the Fraser River (Harrison River Indians) British Columbia. 1866-1870",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/1/c/d/1cd5d5f53630eb1ad8e6e6d1d423429a12b9d17035d32e0ae138c243f3ed005c/J-00916_141.jpg
Fish Canneries At Steveston [192-],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/9/4/9466b54ab26180a7fd0cf39e99fbea57d6ea146e8f432f4fec49c82d7e038c04/h-06861_141.jpg
B.C. Canneries; brailing fish out of trap 1913,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/d/2/d246b87588d71eee1c6f0afb9eec40c7376267eb90b1ddc84e220ec99fa6ca6d/e-05079_141.jpg
BC Canneries; hauling fish aboard a fishboat 1913,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/e/4/e43e88d06f8ac564b37529b8c3ff0e0f7662a8f3fbabf89fb4a60f20d3b39ac0/e-05080_141.jpg
B.C. Canneries; fish catch 1913,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/8/6/86726dc763add55f9bbdab5d8f15c9cf24d695f87dced403007bb88057af4272/e-05081_141.jpg
Herring's [sic] drying - Rush hut - fish spears - Indian woman cooking etc..  Chinook canoes.  Esquimalt Harbour.  V. Island [Vancouver Island]. [1866-1870],Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/0/a/0afa830162be2f454e6168264224842c60678e289e878f09c90650e83a433eb2/c-09288_141.jpg
"Dog Fish, Swanton Haida Pl. XXI, Fig. 7 NULL",Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/5/2/52f85272336f61a53030f7ead2c3e4002da732bbb60a58c496600f0d4011b31c/pdp00896_141.jpg
Chimo Koomah.... [Fish]. ,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/f/4/f/f4fde5defa7e66abc1a556cfa2040b953383a7c073835c5a4dd057a4da45179d/PDP05325_141.jpg
Buy Fresh Fish... ca. 1915,Royal British Columbia Museum Archives,https://search-bcarchives.royalbcmuseum.bc.ca/uploads/r/null/c/3/c38677941d0e95b411a22ea306c04dd5e873e50d1122fa4b1f5aed99cfb492dd/pdp03542_141.jpg
