"img","source","desc"
"zoologicascienti01newy_0530.jpeg","Zoologica Vol. XII"," "
"zoologicascienti01newy_0536.jpeg","Zoologica Vol. XII"," "
"zoologicascienti01newy_0540.jpeg","Zoologica Vol. XII"," "
"zoologicascienti01newy_0546.jpeg","Zoologica Vol. XII"," "
"zoologicascienti01newy_0553.jpeg","Zoologica Vol. XII"," "
"zoologicascienti01newy_0562.jpeg","Zoologica Vol. XII"," "
"zoologicascienti01newy_0566.jpeg","Zoologica Vol. XII"," "
